,trial number,sensor position,sample num,sensor value,subject identifier,matching condition,channel,name,time
5,18,FP1,0,-6.999,c,S1 obj,0,co2c0000342,0.0
6,18,FP1,1,-8.952,c,S1 obj,0,co2c0000342,0.00390625
7,18,FP1,2,-8.464,c,S1 obj,0,co2c0000342,0.0078125
8,18,FP1,3,-6.022,c,S1 obj,0,co2c0000342,0.01171875
9,18,FP1,4,-4.069,c,S1 obj,0,co2c0000342,0.015625
10,18,FP1,5,-2.604,c,S1 obj,0,co2c0000342,0.01953125
11,18,FP1,6,-2.604,c,S1 obj,0,co2c0000342,0.0234375
12,18,FP1,7,-3.581,c,S1 obj,0,co2c0000342,0.02734375
13,18,FP1,8,-5.046,c,S1 obj,0,co2c0000342,0.03125
14,18,FP1,9,-6.999,c,S1 obj,0,co2c0000342,0.03515625
15,18,FP1,10,-7.487,c,S1 obj,0,co2c0000342,0.0390625
16,18,FP1,11,-6.022,c,S1 obj,0,co2c0000342,0.04296875
17,18,FP1,12,-2.116,c,S1 obj,0,co2c0000342,0.046875
18,18,FP1,13,1.302,c,S1 obj,0,co2c0000342,0.05078125
19,18,FP1,14,2.767,c,S1 obj,0,co2c0000342,0.0546875
20,18,FP1,15,1.302,c,S1 obj,0,co2c0000342,0.05859375
21,18,FP1,16,-1.139,c,S1 obj,0,co2c0000342,0.0625
22,18,FP1,17,-3.092,c,S1 obj,0,co2c0000342,0.06640625
23,18,FP1,18,-2.604,c,S1 obj,0,co2c0000342,0.0703125
24,18,FP1,19,-0.651,c,S1 obj,0,co2c0000342,0.07421875
25,18,FP1,20,2.279,c,S1 obj,0,co2c0000342,0.078125
26,18,FP1,21,4.232,c,S1 obj,0,co2c0000342,0.08203125
27,18,FP1,22,5.208,c,S1 obj,0,co2c0000342,0.0859375
28,18,FP1,23,5.697,c,S1 obj,0,co2c0000342,0.08984375
29,18,FP1,24,6.185,c,S1 obj,0,co2c0000342,0.09375
30,18,FP1,25,7.65,c,S1 obj,0,co2c0000342,0.09765625
31,18,FP1,26,6.673,c,S1 obj,0,co2c0000342,0.1015625
32,18,FP1,27,5.697,c,S1 obj,0,co2c0000342,0.10546875
33,18,FP1,28,4.72,c,S1 obj,0,co2c0000342,0.109375
34,18,FP1,29,3.743,c,S1 obj,0,co2c0000342,0.11328125
35,18,FP1,30,4.232,c,S1 obj,0,co2c0000342,0.1171875
36,18,FP1,31,5.208,c,S1 obj,0,co2c0000342,0.12109375
37,18,FP1,32,5.697,c,S1 obj,0,co2c0000342,0.125
38,18,FP1,33,4.72,c,S1 obj,0,co2c0000342,0.12890625
39,18,FP1,34,3.255,c,S1 obj,0,co2c0000342,0.1328125
