,trial number,sensor position,sample num,sensor value,subject identifier,matching condition,channel,name,time
5,5,FP1,0,0.264,c,"S2 nomatch,",0,co2c0000342,0.0
6,5,FP1,1,-0.224,c,"S2 nomatch,",0,co2c0000342,0.00390625
7,5,FP1,2,1.241,c,"S2 nomatch,",0,co2c0000342,0.0078125
8,5,FP1,3,3.194,c,"S2 nomatch,",0,co2c0000342,0.01171875
9,5,FP1,4,3.682,c,"S2 nomatch,",0,co2c0000342,0.015625
10,5,FP1,5,3.682,c,"S2 nomatch,",0,co2c0000342,0.01953125
11,5,FP1,6,2.706,c,"S2 nomatch,",0,co2c0000342,0.0234375
12,5,FP1,7,3.194,c,"S2 nomatch,",0,co2c0000342,0.02734375
13,5,FP1,8,4.171,c,"S2 nomatch,",0,co2c0000342,0.03125
14,5,FP1,9,5.636,c,"S2 nomatch,",0,co2c0000342,0.03515625
15,5,FP1,10,6.612,c,"S2 nomatch,",0,co2c0000342,0.0390625
16,5,FP1,11,6.612,c,"S2 nomatch,",0,co2c0000342,0.04296875
17,5,FP1,12,5.147,c,"S2 nomatch,",0,co2c0000342,0.046875
18,5,FP1,13,4.171,c,"S2 nomatch,",0,co2c0000342,0.05078125
19,5,FP1,14,3.682,c,"S2 nomatch,",0,co2c0000342,0.0546875
20,5,FP1,15,4.171,c,"S2 nomatch,",0,co2c0000342,0.05859375
21,5,FP1,16,4.171,c,"S2 nomatch,",0,co2c0000342,0.0625
22,5,FP1,17,3.682,c,"S2 nomatch,",0,co2c0000342,0.06640625
23,5,FP1,18,2.706,c,"S2 nomatch,",0,co2c0000342,0.0703125
24,5,FP1,19,1.241,c,"S2 nomatch,",0,co2c0000342,0.07421875
25,5,FP1,20,1.241,c,"S2 nomatch,",0,co2c0000342,0.078125
26,5,FP1,21,1.729,c,"S2 nomatch,",0,co2c0000342,0.08203125
27,5,FP1,22,2.218,c,"S2 nomatch,",0,co2c0000342,0.0859375
28,5,FP1,23,2.706,c,"S2 nomatch,",0,co2c0000342,0.08984375
29,5,FP1,24,2.706,c,"S2 nomatch,",0,co2c0000342,0.09375
30,5,FP1,25,1.729,c,"S2 nomatch,",0,co2c0000342,0.09765625
31,5,FP1,26,-0.224,c,"S2 nomatch,",0,co2c0000342,0.1015625
32,5,FP1,27,-1.2,c,"S2 nomatch,",0,co2c0000342,0.10546875
33,5,FP1,28,-1.689,c,"S2 nomatch,",0,co2c0000342,0.109375
34,5,FP1,29,-0.712,c,"S2 nomatch,",0,co2c0000342,0.11328125
35,5,FP1,30,-0.224,c,"S2 nomatch,",0,co2c0000342,0.1171875
36,5,FP1,31,-0.224,c,"S2 nomatch,",0,co2c0000342,0.12109375
37,5,FP1,32,-0.224,c,"S2 nomatch,",0,co2c0000342,0.125
38,5,FP1,33,-0.712,c,"S2 nomatch,",0,co2c0000342,0.12890625
39,5,FP1,34,-1.2,c,"S2 nomatch,",0,co2c0000342,0.1328125
40,5,FP1,35,-1.2,c,"S2 nomatch,",0,co2c0000342,0.13671875
41,5,FP1,36,-1.2,c,"S2 nomatch,",0,co2c0000342,0.140625
42,5,FP1,37,-0.712,c,"S2 nomatch,",0,co2c0000342,0.14453125
43,5,FP1,38,-0.224,c,"S2 nomatch,",0,co2c0000342,0.1484375
44,5,FP1,39,1.729,c,"S2 nomatch,",0,co2c0000342,0.15234375
45,5,FP1,40,4.659,c,"S2 nomatch,",0,co2c0000342,0.15625
46,5,FP1,41,8.565,c,"S2 nomatch,",0,co2c0000342,0.16015625
47,5,FP1,42,11.007,c,"S2 nomatch,",0,co2c0000342,0.1640625
48,5,FP1,43,11.495,c,"S2 nomatch,",0,co2c0000342,0.16796875
49,5,FP1,44,10.518,c,"S2 nomatch,",0,co2c0000342,0.171875
50,5,FP1,45,9.542,c,"S2 nomatch,",0,co2c0000342,0.17578125
51,5,FP1,46,9.542,c,"S2 nomatch,",0,co2c0000342,0.1796875
52,5,FP1,47,11.495,c,"S2 nomatch,",0,co2c0000342,0.18359375
53,5,FP1,48,13.448,c,"S2 nomatch,",0,co2c0000342,0.1875
54,5,FP1,49,14.913,c,"S2 nomatch,",0,co2c0000342,0.19140625
55,5,FP1,50,15.401,c,"S2 nomatch,",0,co2c0000342,0.1953125
56,5,FP1,51,15.401,c,"S2 nomatch,",0,co2c0000342,0.19921875
57,5,FP1,52,15.401,c,"S2 nomatch,",0,co2c0000342,0.203125
58,5,FP1,53,15.889,c,"S2 nomatch,",0,co2c0000342,0.20703125
59,5,FP1,54,16.378,c,"S2 nomatch,",0,co2c0000342,0.2109375
60,5,FP1,55,16.378,c,"S2 nomatch,",0,co2c0000342,0.21484375
61,5,FP1,56,15.401,c,"S2 nomatch,",0,co2c0000342,0.21875
62,5,FP1,57,13.936,c,"S2 nomatch,",0,co2c0000342,0.22265625
63,5,FP1,58,12.96,c,"S2 nomatch,",0,co2c0000342,0.2265625
64,5,FP1,59,12.96,c,"S2 nomatch,",0,co2c0000342,0.23046875
65,5,FP1,60,12.96,c,"S2 nomatch,",0,co2c0000342,0.234375
66,5,FP1,61,12.472,c,"S2 nomatch,",0,co2c0000342,0.23828125
67,5,FP1,62,10.518,c,"S2 nomatch,",0,co2c0000342,0.2421875
68,5,FP1,63,7.1,c,"S2 nomatch,",0,co2c0000342,0.24609375
69,5,FP1,64,3.682,c,"S2 nomatch,",0,co2c0000342,0.25
70,5,FP1,65,2.218,c,"S2 nomatch,",0,co2c0000342,0.25390625
71,5,FP1,66,2.218,c,"S2 nomatch,",0,co2c0000342,0.2578125
72,5,FP1,67,4.659,c,"S2 nomatch,",0,co2c0000342,0.26171875
73,5,FP1,68,7.589,c,"S2 nomatch,",0,co2c0000342,0.265625
74,5,FP1,69,10.518,c,"S2 nomatch,",0,co2c0000342,0.26953125
75,5,FP1,70,11.983,c,"S2 nomatch,",0,co2c0000342,0.2734375
76,5,FP1,71,13.448,c,"S2 nomatch,",0,co2c0000342,0.27734375
77,5,FP1,72,14.913,c,"S2 nomatch,",0,co2c0000342,0.28125
78,5,FP1,73,16.866,c,"S2 nomatch,",0,co2c0000342,0.28515625
79,5,FP1,74,18.819,c,"S2 nomatch,",0,co2c0000342,0.2890625
80,5,FP1,75,20.284,c,"S2 nomatch,",0,co2c0000342,0.29296875
81,5,FP1,76,20.772,c,"S2 nomatch,",0,co2c0000342,0.296875
82,5,FP1,77,19.796,c,"S2 nomatch,",0,co2c0000342,0.30078125
83,5,FP1,78,18.331,c,"S2 nomatch,",0,co2c0000342,0.3046875
84,5,FP1,79,17.354,c,"S2 nomatch,",0,co2c0000342,0.30859375
85,5,FP1,80,17.354,c,"S2 nomatch,",0,co2c0000342,0.3125
86,5,FP1,81,17.354,c,"S2 nomatch,",0,co2c0000342,0.31640625
87,5,FP1,82,17.843,c,"S2 nomatch,",0,co2c0000342,0.3203125
88,5,FP1,83,17.843,c,"S2 nomatch,",0,co2c0000342,0.32421875
89,5,FP1,84,16.378,c,"S2 nomatch,",0,co2c0000342,0.328125
90,5,FP1,85,15.401,c,"S2 nomatch,",0,co2c0000342,0.33203125
91,5,FP1,86,13.448,c,"S2 nomatch,",0,co2c0000342,0.3359375
92,5,FP1,87,12.96,c,"S2 nomatch,",0,co2c0000342,0.33984375
93,5,FP1,88,13.448,c,"S2 nomatch,",0,co2c0000342,0.34375
94,5,FP1,89,14.425,c,"S2 nomatch,",0,co2c0000342,0.34765625
95,5,FP1,90,14.913,c,"S2 nomatch,",0,co2c0000342,0.3515625
96,5,FP1,91,14.913,c,"S2 nomatch,",0,co2c0000342,0.35546875
97,5,FP1,92,14.425,c,"S2 nomatch,",0,co2c0000342,0.359375
98,5,FP1,93,13.448,c,"S2 nomatch,",0,co2c0000342,0.36328125
99,5,FP1,94,12.96,c,"S2 nomatch,",0,co2c0000342,0.3671875
100,5,FP1,95,12.96,c,"S2 nomatch,",0,co2c0000342,0.37109375
101,5,FP1,96,12.96,c,"S2 nomatch,",0,co2c0000342,0.375
102,5,FP1,97,12.96,c,"S2 nomatch,",0,co2c0000342,0.37890625
103,5,FP1,98,12.472,c,"S2 nomatch,",0,co2c0000342,0.3828125
104,5,FP1,99,12.472,c,"S2 nomatch,",0,co2c0000342,0.38671875
105,5,FP1,100,12.96,c,"S2 nomatch,",0,co2c0000342,0.390625
106,5,FP1,101,13.448,c,"S2 nomatch,",0,co2c0000342,0.39453125
107,5,FP1,102,13.936,c,"S2 nomatch,",0,co2c0000342,0.3984375
108,5,FP1,103,13.936,c,"S2 nomatch,",0,co2c0000342,0.40234375
109,5,FP1,104,12.96,c,"S2 nomatch,",0,co2c0000342,0.40625
110,5,FP1,105,11.983,c,"S2 nomatch,",0,co2c0000342,0.41015625
111,5,FP1,106,11.983,c,"S2 nomatch,",0,co2c0000342,0.4140625
112,5,FP1,107,12.472,c,"S2 nomatch,",0,co2c0000342,0.41796875
113,5,FP1,108,13.448,c,"S2 nomatch,",0,co2c0000342,0.421875
114,5,FP1,109,13.936,c,"S2 nomatch,",0,co2c0000342,0.42578125
115,5,FP1,110,14.425,c,"S2 nomatch,",0,co2c0000342,0.4296875
116,5,FP1,111,14.425,c,"S2 nomatch,",0,co2c0000342,0.43359375
117,5,FP1,112,14.913,c,"S2 nomatch,",0,co2c0000342,0.4375
118,5,FP1,113,15.889,c,"S2 nomatch,",0,co2c0000342,0.44140625
119,5,FP1,114,17.843,c,"S2 nomatch,",0,co2c0000342,0.4453125
120,5,FP1,115,19.307,c,"S2 nomatch,",0,co2c0000342,0.44921875
121,5,FP1,116,19.796,c,"S2 nomatch,",0,co2c0000342,0.453125
122,5,FP1,117,18.819,c,"S2 nomatch,",0,co2c0000342,0.45703125
