,trial number,sensor position,sample num,sensor value,subject identifier,matching condition,channel,name,time
5,19,FP1,0,-3.072,c,"S2 nomatch,",0,co2c0000338,0.0
6,19,FP1,1,-3.072,c,"S2 nomatch,",0,co2c0000338,0.00390625
7,19,FP1,2,-3.56,c,"S2 nomatch,",0,co2c0000338,0.0078125
8,19,FP1,3,-3.072,c,"S2 nomatch,",0,co2c0000338,0.01171875
9,19,FP1,4,-1.607,c,"S2 nomatch,",0,co2c0000338,0.015625
10,19,FP1,5,0.834,c,"S2 nomatch,",0,co2c0000338,0.01953125
11,19,FP1,6,2.299,c,"S2 nomatch,",0,co2c0000338,0.0234375
12,19,FP1,7,2.299,c,"S2 nomatch,",0,co2c0000338,0.02734375
13,19,FP1,8,1.322,c,"S2 nomatch,",0,co2c0000338,0.03125
14,19,FP1,9,-0.142,c,"S2 nomatch,",0,co2c0000338,0.03515625
15,19,FP1,10,-0.142,c,"S2 nomatch,",0,co2c0000338,0.0390625
16,19,FP1,11,0.834,c,"S2 nomatch,",0,co2c0000338,0.04296875
17,19,FP1,12,1.322,c,"S2 nomatch,",0,co2c0000338,0.046875
18,19,FP1,13,-0.142,c,"S2 nomatch,",0,co2c0000338,0.05078125
19,19,FP1,14,-2.096,c,"S2 nomatch,",0,co2c0000338,0.0546875
20,19,FP1,15,-5.025,c,"S2 nomatch,",0,co2c0000338,0.05859375
21,19,FP1,16,-6.978,c,"S2 nomatch,",0,co2c0000338,0.0625
22,19,FP1,17,-7.955,c,"S2 nomatch,",0,co2c0000338,0.06640625
23,19,FP1,18,-7.955,c,"S2 nomatch,",0,co2c0000338,0.0703125
24,19,FP1,19,-7.955,c,"S2 nomatch,",0,co2c0000338,0.07421875
25,19,FP1,20,-8.931,c,"S2 nomatch,",0,co2c0000338,0.078125
26,19,FP1,21,-10.396,c,"S2 nomatch,",0,co2c0000338,0.08203125
27,19,FP1,22,-10.396,c,"S2 nomatch,",0,co2c0000338,0.0859375
28,19,FP1,23,-8.931,c,"S2 nomatch,",0,co2c0000338,0.08984375
29,19,FP1,24,-6.49,c,"S2 nomatch,",0,co2c0000338,0.09375
30,19,FP1,25,-4.049,c,"S2 nomatch,",0,co2c0000338,0.09765625
31,19,FP1,26,-1.119,c,"S2 nomatch,",0,co2c0000338,0.1015625
32,19,FP1,27,0.834,c,"S2 nomatch,",0,co2c0000338,0.10546875
33,19,FP1,28,2.299,c,"S2 nomatch,",0,co2c0000338,0.109375
34,19,FP1,29,3.276,c,"S2 nomatch,",0,co2c0000338,0.11328125
35,19,FP1,30,3.276,c,"S2 nomatch,",0,co2c0000338,0.1171875
36,19,FP1,31,1.811,c,"S2 nomatch,",0,co2c0000338,0.12109375
37,19,FP1,32,-0.142,c,"S2 nomatch,",0,co2c0000338,0.125
38,19,FP1,33,-2.096,c,"S2 nomatch,",0,co2c0000338,0.12890625
39,19,FP1,34,-3.56,c,"S2 nomatch,",0,co2c0000338,0.1328125
40,19,FP1,35,-4.049,c,"S2 nomatch,",0,co2c0000338,0.13671875
41,19,FP1,36,-3.56,c,"S2 nomatch,",0,co2c0000338,0.140625
42,19,FP1,37,-3.072,c,"S2 nomatch,",0,co2c0000338,0.14453125
43,19,FP1,38,-4.537,c,"S2 nomatch,",0,co2c0000338,0.1484375
44,19,FP1,39,-6.978,c,"S2 nomatch,",0,co2c0000338,0.15234375
45,19,FP1,40,-10.396,c,"S2 nomatch,",0,co2c0000338,0.15625
46,19,FP1,41,-12.838,c,"S2 nomatch,",0,co2c0000338,0.16015625
47,19,FP1,42,-15.279,c,"S2 nomatch,",0,co2c0000338,0.1640625
48,19,FP1,43,-16.256,c,"S2 nomatch,",0,co2c0000338,0.16796875
49,19,FP1,44,-17.232,c,"S2 nomatch,",0,co2c0000338,0.171875
50,19,FP1,45,-18.697,c,"S2 nomatch,",0,co2c0000338,0.17578125
51,19,FP1,46,-20.162,c,"S2 nomatch,",0,co2c0000338,0.1796875
52,19,FP1,47,-21.627,c,"S2 nomatch,",0,co2c0000338,0.18359375
53,19,FP1,48,-23.092,c,"S2 nomatch,",0,co2c0000338,0.1875
54,19,FP1,49,-24.068,c,"S2 nomatch,",0,co2c0000338,0.19140625
55,19,FP1,50,-24.556,c,"S2 nomatch,",0,co2c0000338,0.1953125
56,19,FP1,51,-25.045,c,"S2 nomatch,",0,co2c0000338,0.19921875
57,19,FP1,52,-24.556,c,"S2 nomatch,",0,co2c0000338,0.203125
58,19,FP1,53,-23.092,c,"S2 nomatch,",0,co2c0000338,0.20703125
59,19,FP1,54,-20.162,c,"S2 nomatch,",0,co2c0000338,0.2109375
60,19,FP1,55,-16.256,c,"S2 nomatch,",0,co2c0000338,0.21484375
61,19,FP1,56,-12.838,c,"S2 nomatch,",0,co2c0000338,0.21875
62,19,FP1,57,-10.396,c,"S2 nomatch,",0,co2c0000338,0.22265625
63,19,FP1,58,-9.908,c,"S2 nomatch,",0,co2c0000338,0.2265625
64,19,FP1,59,-11.373,c,"S2 nomatch,",0,co2c0000338,0.23046875
65,19,FP1,60,-12.349,c,"S2 nomatch,",0,co2c0000338,0.234375
66,19,FP1,61,-13.326,c,"S2 nomatch,",0,co2c0000338,0.23828125
67,19,FP1,62,-13.326,c,"S2 nomatch,",0,co2c0000338,0.2421875
68,19,FP1,63,-13.814,c,"S2 nomatch,",0,co2c0000338,0.24609375
69,19,FP1,64,-15.279,c,"S2 nomatch,",0,co2c0000338,0.25
70,19,FP1,65,-17.721,c,"S2 nomatch,",0,co2c0000338,0.25390625
71,19,FP1,66,-19.674,c,"S2 nomatch,",0,co2c0000338,0.2578125
72,19,FP1,67,-20.65,c,"S2 nomatch,",0,co2c0000338,0.26171875
73,19,FP1,68,-20.65,c,"S2 nomatch,",0,co2c0000338,0.265625
74,19,FP1,69,-18.697,c,"S2 nomatch,",0,co2c0000338,0.26953125
75,19,FP1,70,-17.232,c,"S2 nomatch,",0,co2c0000338,0.2734375
76,19,FP1,71,-15.279,c,"S2 nomatch,",0,co2c0000338,0.27734375
77,19,FP1,72,-13.814,c,"S2 nomatch,",0,co2c0000338,0.28125
78,19,FP1,73,-11.861,c,"S2 nomatch,",0,co2c0000338,0.28515625
79,19,FP1,74,-10.396,c,"S2 nomatch,",0,co2c0000338,0.2890625
80,19,FP1,75,-9.42,c,"S2 nomatch,",0,co2c0000338,0.29296875
81,19,FP1,76,-8.443,c,"S2 nomatch,",0,co2c0000338,0.296875
82,19,FP1,77,-7.955,c,"S2 nomatch,",0,co2c0000338,0.30078125
83,19,FP1,78,-6.002,c,"S2 nomatch,",0,co2c0000338,0.3046875
84,19,FP1,79,-3.56,c,"S2 nomatch,",0,co2c0000338,0.30859375
85,19,FP1,80,-1.119,c,"S2 nomatch,",0,co2c0000338,0.3125
86,19,FP1,81,0.834,c,"S2 nomatch,",0,co2c0000338,0.31640625
87,19,FP1,82,1.322,c,"S2 nomatch,",0,co2c0000338,0.3203125
88,19,FP1,83,1.322,c,"S2 nomatch,",0,co2c0000338,0.32421875
89,19,FP1,84,0.834,c,"S2 nomatch,",0,co2c0000338,0.328125
90,19,FP1,85,0.346,c,"S2 nomatch,",0,co2c0000338,0.33203125
91,19,FP1,86,0.834,c,"S2 nomatch,",0,co2c0000338,0.3359375
