,trial number,sensor position,sample num,sensor value,subject identifier,matching condition,channel,name,time
5,8,FP1,0,-5.981,c,S1 obj,0,co2c0000339,0.0
6,8,FP1,1,-4.028,c,S1 obj,0,co2c0000339,0.00390625
7,8,FP1,2,-2.563,c,S1 obj,0,co2c0000339,0.0078125
8,8,FP1,3,-1.587,c,S1 obj,0,co2c0000339,0.01171875
9,8,FP1,4,-1.099,c,S1 obj,0,co2c0000339,0.015625
10,8,FP1,5,-0.61,c,S1 obj,0,co2c0000339,0.01953125
11,8,FP1,6,-0.122,c,S1 obj,0,co2c0000339,0.0234375
12,8,FP1,7,0.366,c,S1 obj,0,co2c0000339,0.02734375
13,8,FP1,8,0.854,c,S1 obj,0,co2c0000339,0.03125
14,8,FP1,9,0.854,c,S1 obj,0,co2c0000339,0.03515625
15,8,FP1,10,0.366,c,S1 obj,0,co2c0000339,0.0390625
16,8,FP1,11,0.366,c,S1 obj,0,co2c0000339,0.04296875
17,8,FP1,12,0.366,c,S1 obj,0,co2c0000339,0.046875
18,8,FP1,13,0.854,c,S1 obj,0,co2c0000339,0.05078125
19,8,FP1,14,1.831,c,S1 obj,0,co2c0000339,0.0546875
20,8,FP1,15,1.343,c,S1 obj,0,co2c0000339,0.05859375
21,8,FP1,16,1.831,c,S1 obj,0,co2c0000339,0.0625
22,8,FP1,17,1.831,c,S1 obj,0,co2c0000339,0.06640625
23,8,FP1,18,2.808,c,S1 obj,0,co2c0000339,0.0703125
24,8,FP1,19,4.761,c,S1 obj,0,co2c0000339,0.07421875
25,8,FP1,20,5.737,c,S1 obj,0,co2c0000339,0.078125
26,8,FP1,21,4.761,c,S1 obj,0,co2c0000339,0.08203125
27,8,FP1,22,2.808,c,S1 obj,0,co2c0000339,0.0859375
28,8,FP1,23,0.366,c,S1 obj,0,co2c0000339,0.08984375
29,8,FP1,24,-2.075,c,S1 obj,0,co2c0000339,0.09375
30,8,FP1,25,-2.075,c,S1 obj,0,co2c0000339,0.09765625
