,trial number,sensor position,sample num,sensor value,subject identifier,matching condition,channel,name,time
5,13,FP1,0,3.947,a,"S2 nomatch,",0,co2a0000369,0.0
6,13,FP1,1,4.924,a,"S2 nomatch,",0,co2a0000369,0.00390625
7,13,FP1,2,4.924,a,"S2 nomatch,",0,co2a0000369,0.0078125
8,13,FP1,3,4.435,a,"S2 nomatch,",0,co2a0000369,0.01171875
9,13,FP1,4,3.947,a,"S2 nomatch,",0,co2a0000369,0.015625
10,13,FP1,5,3.459,a,"S2 nomatch,",0,co2a0000369,0.01953125
11,13,FP1,6,2.97,a,"S2 nomatch,",0,co2a0000369,0.0234375
12,13,FP1,7,1.994,a,"S2 nomatch,",0,co2a0000369,0.02734375
13,13,FP1,8,1.017,a,"S2 nomatch,",0,co2a0000369,0.03125
14,13,FP1,9,-0.448,a,"S2 nomatch,",0,co2a0000369,0.03515625
15,13,FP1,10,-0.936,a,"S2 nomatch,",0,co2a0000369,0.0390625
16,13,FP1,11,-0.936,a,"S2 nomatch,",0,co2a0000369,0.04296875
17,13,FP1,12,-0.448,a,"S2 nomatch,",0,co2a0000369,0.046875
18,13,FP1,13,0.041,a,"S2 nomatch,",0,co2a0000369,0.05078125
19,13,FP1,14,1.017,a,"S2 nomatch,",0,co2a0000369,0.0546875
20,13,FP1,15,1.994,a,"S2 nomatch,",0,co2a0000369,0.05859375
21,13,FP1,16,2.97,a,"S2 nomatch,",0,co2a0000369,0.0625
22,13,FP1,17,3.947,a,"S2 nomatch,",0,co2a0000369,0.06640625
23,13,FP1,18,3.947,a,"S2 nomatch,",0,co2a0000369,0.0703125
24,13,FP1,19,3.947,a,"S2 nomatch,",0,co2a0000369,0.07421875
25,13,FP1,20,4.435,a,"S2 nomatch,",0,co2a0000369,0.078125
26,13,FP1,21,6.388,a,"S2 nomatch,",0,co2a0000369,0.08203125
27,13,FP1,22,8.341,a,"S2 nomatch,",0,co2a0000369,0.0859375
28,13,FP1,23,10.295,a,"S2 nomatch,",0,co2a0000369,0.08984375
29,13,FP1,24,10.783,a,"S2 nomatch,",0,co2a0000369,0.09375
30,13,FP1,25,8.83,a,"S2 nomatch,",0,co2a0000369,0.09765625
31,13,FP1,26,5.9,a,"S2 nomatch,",0,co2a0000369,0.1015625
32,13,FP1,27,2.97,a,"S2 nomatch,",0,co2a0000369,0.10546875
33,13,FP1,28,1.994,a,"S2 nomatch,",0,co2a0000369,0.109375
34,13,FP1,29,1.994,a,"S2 nomatch,",0,co2a0000369,0.11328125
35,13,FP1,30,2.97,a,"S2 nomatch,",0,co2a0000369,0.1171875
36,13,FP1,31,2.97,a,"S2 nomatch,",0,co2a0000369,0.12109375
37,13,FP1,32,1.506,a,"S2 nomatch,",0,co2a0000369,0.125
38,13,FP1,33,-0.448,a,"S2 nomatch,",0,co2a0000369,0.12890625
39,13,FP1,34,-2.401,a,"S2 nomatch,",0,co2a0000369,0.1328125
40,13,FP1,35,-4.354,a,"S2 nomatch,",0,co2a0000369,0.13671875
41,13,FP1,36,-4.842,a,"S2 nomatch,",0,co2a0000369,0.140625
42,13,FP1,37,-4.842,a,"S2 nomatch,",0,co2a0000369,0.14453125
43,13,FP1,38,-3.866,a,"S2 nomatch,",0,co2a0000369,0.1484375
44,13,FP1,39,-2.401,a,"S2 nomatch,",0,co2a0000369,0.15234375
45,13,FP1,40,-0.936,a,"S2 nomatch,",0,co2a0000369,0.15625
46,13,FP1,41,1.017,a,"S2 nomatch,",0,co2a0000369,0.16015625
47,13,FP1,42,2.97,a,"S2 nomatch,",0,co2a0000369,0.1640625
48,13,FP1,43,5.412,a,"S2 nomatch,",0,co2a0000369,0.16796875
49,13,FP1,44,8.341,a,"S2 nomatch,",0,co2a0000369,0.171875
50,13,FP1,45,11.271,a,"S2 nomatch,",0,co2a0000369,0.17578125
51,13,FP1,46,13.713,a,"S2 nomatch,",0,co2a0000369,0.1796875
52,13,FP1,47,15.666,a,"S2 nomatch,",0,co2a0000369,0.18359375
53,13,FP1,48,15.666,a,"S2 nomatch,",0,co2a0000369,0.1875
54,13,FP1,49,15.177,a,"S2 nomatch,",0,co2a0000369,0.19140625
55,13,FP1,50,13.713,a,"S2 nomatch,",0,co2a0000369,0.1953125
56,13,FP1,51,12.248,a,"S2 nomatch,",0,co2a0000369,0.19921875
57,13,FP1,52,10.295,a,"S2 nomatch,",0,co2a0000369,0.203125
58,13,FP1,53,8.341,a,"S2 nomatch,",0,co2a0000369,0.20703125
59,13,FP1,54,6.388,a,"S2 nomatch,",0,co2a0000369,0.2109375
60,13,FP1,55,3.459,a,"S2 nomatch,",0,co2a0000369,0.21484375
61,13,FP1,56,0.529,a,"S2 nomatch,",0,co2a0000369,0.21875
62,13,FP1,57,-1.424,a,"S2 nomatch,",0,co2a0000369,0.22265625
63,13,FP1,58,-2.401,a,"S2 nomatch,",0,co2a0000369,0.2265625
64,13,FP1,59,-2.889,a,"S2 nomatch,",0,co2a0000369,0.23046875
65,13,FP1,60,-3.866,a,"S2 nomatch,",0,co2a0000369,0.234375
66,13,FP1,61,-5.33,a,"S2 nomatch,",0,co2a0000369,0.23828125
67,13,FP1,62,-7.284,a,"S2 nomatch,",0,co2a0000369,0.2421875
68,13,FP1,63,-8.26,a,"S2 nomatch,",0,co2a0000369,0.24609375
69,13,FP1,64,-7.284,a,"S2 nomatch,",0,co2a0000369,0.25
70,13,FP1,65,-3.866,a,"S2 nomatch,",0,co2a0000369,0.25390625
71,13,FP1,66,0.041,a,"S2 nomatch,",0,co2a0000369,0.2578125
72,13,FP1,67,3.459,a,"S2 nomatch,",0,co2a0000369,0.26171875
73,13,FP1,68,5.412,a,"S2 nomatch,",0,co2a0000369,0.265625
74,13,FP1,69,5.412,a,"S2 nomatch,",0,co2a0000369,0.26953125
75,13,FP1,70,4.924,a,"S2 nomatch,",0,co2a0000369,0.2734375
76,13,FP1,71,4.924,a,"S2 nomatch,",0,co2a0000369,0.27734375
77,13,FP1,72,6.388,a,"S2 nomatch,",0,co2a0000369,0.28125
78,13,FP1,73,8.83,a,"S2 nomatch,",0,co2a0000369,0.28515625
79,13,FP1,74,10.783,a,"S2 nomatch,",0,co2a0000369,0.2890625
80,13,FP1,75,10.295,a,"S2 nomatch,",0,co2a0000369,0.29296875
81,13,FP1,76,6.877,a,"S2 nomatch,",0,co2a0000369,0.296875
82,13,FP1,77,1.506,a,"S2 nomatch,",0,co2a0000369,0.30078125
83,13,FP1,78,-3.377,a,"S2 nomatch,",0,co2a0000369,0.3046875
84,13,FP1,79,-6.307,a,"S2 nomatch,",0,co2a0000369,0.30859375
