,trial number,sensor position,sample num,sensor value,subject identifier,matching condition,channel,name,time
5,31,FP1,0,-1.231,a,"S2 nomatch,",0,co2a0000365,0.0
6,31,FP1,1,-2.207,a,"S2 nomatch,",0,co2a0000365,0.00390625
7,31,FP1,2,-1.719,a,"S2 nomatch,",0,co2a0000365,0.0078125
8,31,FP1,3,-0.254,a,"S2 nomatch,",0,co2a0000365,0.01171875
9,31,FP1,4,-0.254,a,"S2 nomatch,",0,co2a0000365,0.015625
10,31,FP1,5,-1.231,a,"S2 nomatch,",0,co2a0000365,0.01953125
11,31,FP1,6,-4.161,a,"S2 nomatch,",0,co2a0000365,0.0234375
12,31,FP1,7,-6.114,a,"S2 nomatch,",0,co2a0000365,0.02734375
13,31,FP1,8,-5.625,a,"S2 nomatch,",0,co2a0000365,0.03125
14,31,FP1,9,-2.696,a,"S2 nomatch,",0,co2a0000365,0.03515625
15,31,FP1,10,0.234,a,"S2 nomatch,",0,co2a0000365,0.0390625
16,31,FP1,11,1.211,a,"S2 nomatch,",0,co2a0000365,0.04296875
17,31,FP1,12,-1.719,a,"S2 nomatch,",0,co2a0000365,0.046875
18,31,FP1,13,-8.555,a,"S2 nomatch,",0,co2a0000365,0.05078125
19,31,FP1,14,-15.391,a,"S2 nomatch,",0,co2a0000365,0.0546875
20,31,FP1,15,-19.297,a,"S2 nomatch,",0,co2a0000365,0.05859375
21,31,FP1,16,-17.344,a,"S2 nomatch,",0,co2a0000365,0.0625
22,31,FP1,17,-10.997,a,"S2 nomatch,",0,co2a0000365,0.06640625
23,31,FP1,18,-3.184,a,"S2 nomatch,",0,co2a0000365,0.0703125
24,31,FP1,19,1.699,a,"S2 nomatch,",0,co2a0000365,0.07421875
25,31,FP1,20,1.699,a,"S2 nomatch,",0,co2a0000365,0.078125
26,31,FP1,21,-2.696,a,"S2 nomatch,",0,co2a0000365,0.08203125
27,31,FP1,22,-8.555,a,"S2 nomatch,",0,co2a0000365,0.0859375
28,31,FP1,23,-10.997,a,"S2 nomatch,",0,co2a0000365,0.08984375
29,31,FP1,24,-8.555,a,"S2 nomatch,",0,co2a0000365,0.09375
30,31,FP1,25,-3.184,a,"S2 nomatch,",0,co2a0000365,0.09765625
31,31,FP1,26,1.699,a,"S2 nomatch,",0,co2a0000365,0.1015625
32,31,FP1,27,2.675,a,"S2 nomatch,",0,co2a0000365,0.10546875
33,31,FP1,28,-1.231,a,"S2 nomatch,",0,co2a0000365,0.109375
34,31,FP1,29,-6.602,a,"S2 nomatch,",0,co2a0000365,0.11328125
35,31,FP1,30,-10.508,a,"S2 nomatch,",0,co2a0000365,0.1171875
36,31,FP1,31,-10.508,a,"S2 nomatch,",0,co2a0000365,0.12109375
37,31,FP1,32,-9.043,a,"S2 nomatch,",0,co2a0000365,0.125
38,31,FP1,33,-7.579,a,"S2 nomatch,",0,co2a0000365,0.12890625
39,31,FP1,34,-9.043,a,"S2 nomatch,",0,co2a0000365,0.1328125
40,31,FP1,35,-11.973,a,"S2 nomatch,",0,co2a0000365,0.13671875
41,31,FP1,36,-15.391,a,"S2 nomatch,",0,co2a0000365,0.140625
42,31,FP1,37,-15.879,a,"S2 nomatch,",0,co2a0000365,0.14453125
43,31,FP1,38,-14.903,a,"S2 nomatch,",0,co2a0000365,0.1484375
44,31,FP1,39,-12.461,a,"S2 nomatch,",0,co2a0000365,0.15234375
45,31,FP1,40,-9.043,a,"S2 nomatch,",0,co2a0000365,0.15625
46,31,FP1,41,-6.602,a,"S2 nomatch,",0,co2a0000365,0.16015625
47,31,FP1,42,-3.672,a,"S2 nomatch,",0,co2a0000365,0.1640625
48,31,FP1,43,-2.207,a,"S2 nomatch,",0,co2a0000365,0.16796875
49,31,FP1,44,-3.184,a,"S2 nomatch,",0,co2a0000365,0.171875
50,31,FP1,45,-7.09,a,"S2 nomatch,",0,co2a0000365,0.17578125
51,31,FP1,46,-10.508,a,"S2 nomatch,",0,co2a0000365,0.1796875
52,31,FP1,47,-11.485,a,"S2 nomatch,",0,co2a0000365,0.18359375
53,31,FP1,48,-9.532,a,"S2 nomatch,",0,co2a0000365,0.1875
54,31,FP1,49,-6.602,a,"S2 nomatch,",0,co2a0000365,0.19140625
55,31,FP1,50,-4.649,a,"S2 nomatch,",0,co2a0000365,0.1953125
56,31,FP1,51,-4.161,a,"S2 nomatch,",0,co2a0000365,0.19921875
57,31,FP1,52,-5.137,a,"S2 nomatch,",0,co2a0000365,0.203125
58,31,FP1,53,-5.625,a,"S2 nomatch,",0,co2a0000365,0.20703125
59,31,FP1,54,-5.625,a,"S2 nomatch,",0,co2a0000365,0.2109375
60,31,FP1,55,-6.114,a,"S2 nomatch,",0,co2a0000365,0.21484375
61,31,FP1,56,-7.09,a,"S2 nomatch,",0,co2a0000365,0.21875
62,31,FP1,57,-9.043,a,"S2 nomatch,",0,co2a0000365,0.22265625
