,trial number,sensor position,sample num,sensor value,subject identifier,matching condition,channel,name,time
5,5,FP1,0,0.244,c,"S2 nomatch,",0,co2c0000338,0.0
6,5,FP1,1,0.732,c,"S2 nomatch,",0,co2c0000338,0.00390625
7,5,FP1,2,2.197,c,"S2 nomatch,",0,co2c0000338,0.0078125
8,5,FP1,3,3.174,c,"S2 nomatch,",0,co2c0000338,0.01171875
9,5,FP1,4,3.662,c,"S2 nomatch,",0,co2c0000338,0.015625
10,5,FP1,5,3.174,c,"S2 nomatch,",0,co2c0000338,0.01953125
11,5,FP1,6,2.197,c,"S2 nomatch,",0,co2c0000338,0.0234375
12,5,FP1,7,1.709,c,"S2 nomatch,",0,co2c0000338,0.02734375
13,5,FP1,8,1.221,c,"S2 nomatch,",0,co2c0000338,0.03125
14,5,FP1,9,0.732,c,"S2 nomatch,",0,co2c0000338,0.03515625
15,5,FP1,10,0.732,c,"S2 nomatch,",0,co2c0000338,0.0390625
16,5,FP1,11,-0.244,c,"S2 nomatch,",0,co2c0000338,0.04296875
17,5,FP1,12,-0.732,c,"S2 nomatch,",0,co2c0000338,0.046875
18,5,FP1,13,-2.197,c,"S2 nomatch,",0,co2c0000338,0.05078125
19,5,FP1,14,-3.174,c,"S2 nomatch,",0,co2c0000338,0.0546875
20,5,FP1,15,-3.174,c,"S2 nomatch,",0,co2c0000338,0.05859375
21,5,FP1,16,-1.709,c,"S2 nomatch,",0,co2c0000338,0.0625
22,5,FP1,17,0.732,c,"S2 nomatch,",0,co2c0000338,0.06640625
23,5,FP1,18,3.174,c,"S2 nomatch,",0,co2c0000338,0.0703125
24,5,FP1,19,4.639,c,"S2 nomatch,",0,co2c0000338,0.07421875
25,5,FP1,20,4.639,c,"S2 nomatch,",0,co2c0000338,0.078125
26,5,FP1,21,4.15,c,"S2 nomatch,",0,co2c0000338,0.08203125
27,5,FP1,22,4.15,c,"S2 nomatch,",0,co2c0000338,0.0859375
28,5,FP1,23,4.639,c,"S2 nomatch,",0,co2c0000338,0.08984375
29,5,FP1,24,6.592,c,"S2 nomatch,",0,co2c0000338,0.09375
30,5,FP1,25,8.545,c,"S2 nomatch,",0,co2c0000338,0.09765625
31,5,FP1,26,9.521,c,"S2 nomatch,",0,co2c0000338,0.1015625
32,5,FP1,27,8.545,c,"S2 nomatch,",0,co2c0000338,0.10546875
