,trial number,sensor position,sample num,sensor value,subject identifier,matching condition,channel,name,time
5,7,FP1,0,-6.47,a,"S2 nomatch,",0,co2a0000368,0.0
6,7,FP1,1,-6.47,a,"S2 nomatch,",0,co2a0000368,0.00390625
7,7,FP1,2,-6.958,a,"S2 nomatch,",0,co2a0000368,0.0078125
8,7,FP1,3,-7.446,a,"S2 nomatch,",0,co2a0000368,0.01171875
9,7,FP1,4,-6.958,a,"S2 nomatch,",0,co2a0000368,0.015625
10,7,FP1,5,-5.005,a,"S2 nomatch,",0,co2a0000368,0.01953125
11,7,FP1,6,-3.052,a,"S2 nomatch,",0,co2a0000368,0.0234375
12,7,FP1,7,-1.587,a,"S2 nomatch,",0,co2a0000368,0.02734375
13,7,FP1,8,-0.61,a,"S2 nomatch,",0,co2a0000368,0.03125
14,7,FP1,9,-0.122,a,"S2 nomatch,",0,co2a0000368,0.03515625
15,7,FP1,10,0.366,a,"S2 nomatch,",0,co2a0000368,0.0390625
16,7,FP1,11,0.854,a,"S2 nomatch,",0,co2a0000368,0.04296875
17,7,FP1,12,0.854,a,"S2 nomatch,",0,co2a0000368,0.046875
18,7,FP1,13,0.366,a,"S2 nomatch,",0,co2a0000368,0.05078125
19,7,FP1,14,-0.122,a,"S2 nomatch,",0,co2a0000368,0.0546875
20,7,FP1,15,-0.61,a,"S2 nomatch,",0,co2a0000368,0.05859375
21,7,FP1,16,-0.122,a,"S2 nomatch,",0,co2a0000368,0.0625
22,7,FP1,17,0.366,a,"S2 nomatch,",0,co2a0000368,0.06640625
23,7,FP1,18,-0.122,a,"S2 nomatch,",0,co2a0000368,0.0703125
24,7,FP1,19,-1.587,a,"S2 nomatch,",0,co2a0000368,0.07421875
25,7,FP1,20,-3.54,a,"S2 nomatch,",0,co2a0000368,0.078125
26,7,FP1,21,-4.028,a,"S2 nomatch,",0,co2a0000368,0.08203125
27,7,FP1,22,-2.075,a,"S2 nomatch,",0,co2a0000368,0.0859375
28,7,FP1,23,0.854,a,"S2 nomatch,",0,co2a0000368,0.08984375
29,7,FP1,24,2.808,a,"S2 nomatch,",0,co2a0000368,0.09375
30,7,FP1,25,2.808,a,"S2 nomatch,",0,co2a0000368,0.09765625
31,7,FP1,26,-0.122,a,"S2 nomatch,",0,co2a0000368,0.1015625
32,7,FP1,27,-3.052,a,"S2 nomatch,",0,co2a0000368,0.10546875
33,7,FP1,28,-5.005,a,"S2 nomatch,",0,co2a0000368,0.109375
34,7,FP1,29,-4.028,a,"S2 nomatch,",0,co2a0000368,0.11328125
35,7,FP1,30,-1.099,a,"S2 nomatch,",0,co2a0000368,0.1171875
36,7,FP1,31,0.366,a,"S2 nomatch,",0,co2a0000368,0.12109375
37,7,FP1,32,-0.122,a,"S2 nomatch,",0,co2a0000368,0.125
38,7,FP1,33,-2.075,a,"S2 nomatch,",0,co2a0000368,0.12890625
39,7,FP1,34,-3.54,a,"S2 nomatch,",0,co2a0000368,0.1328125
40,7,FP1,35,-3.052,a,"S2 nomatch,",0,co2a0000368,0.13671875
41,7,FP1,36,-0.61,a,"S2 nomatch,",0,co2a0000368,0.140625
42,7,FP1,37,1.831,a,"S2 nomatch,",0,co2a0000368,0.14453125
43,7,FP1,38,1.343,a,"S2 nomatch,",0,co2a0000368,0.1484375
44,7,FP1,39,-1.099,a,"S2 nomatch,",0,co2a0000368,0.15234375
45,7,FP1,40,-3.54,a,"S2 nomatch,",0,co2a0000368,0.15625
46,7,FP1,41,-5.005,a,"S2 nomatch,",0,co2a0000368,0.16015625
47,7,FP1,42,-4.028,a,"S2 nomatch,",0,co2a0000368,0.1640625
48,7,FP1,43,-1.587,a,"S2 nomatch,",0,co2a0000368,0.16796875
49,7,FP1,44,-0.122,a,"S2 nomatch,",0,co2a0000368,0.171875
50,7,FP1,45,-0.122,a,"S2 nomatch,",0,co2a0000368,0.17578125
51,7,FP1,46,-2.075,a,"S2 nomatch,",0,co2a0000368,0.1796875
52,7,FP1,47,-3.54,a,"S2 nomatch,",0,co2a0000368,0.18359375
53,7,FP1,48,-3.54,a,"S2 nomatch,",0,co2a0000368,0.1875
54,7,FP1,49,-2.563,a,"S2 nomatch,",0,co2a0000368,0.19140625
55,7,FP1,50,-1.587,a,"S2 nomatch,",0,co2a0000368,0.1953125
56,7,FP1,51,-1.587,a,"S2 nomatch,",0,co2a0000368,0.19921875
57,7,FP1,52,-3.54,a,"S2 nomatch,",0,co2a0000368,0.203125
58,7,FP1,53,-5.981,a,"S2 nomatch,",0,co2a0000368,0.20703125
59,7,FP1,54,-7.935,a,"S2 nomatch,",0,co2a0000368,0.2109375
60,7,FP1,55,-8.423,a,"S2 nomatch,",0,co2a0000368,0.21484375
61,7,FP1,56,-8.911,a,"S2 nomatch,",0,co2a0000368,0.21875
62,7,FP1,57,-9.399,a,"S2 nomatch,",0,co2a0000368,0.22265625
63,7,FP1,58,-9.888,a,"S2 nomatch,",0,co2a0000368,0.2265625
64,7,FP1,59,-9.888,a,"S2 nomatch,",0,co2a0000368,0.23046875
65,7,FP1,60,-8.911,a,"S2 nomatch,",0,co2a0000368,0.234375
66,7,FP1,61,-6.958,a,"S2 nomatch,",0,co2a0000368,0.23828125
67,7,FP1,62,-5.493,a,"S2 nomatch,",0,co2a0000368,0.2421875
68,7,FP1,63,-5.493,a,"S2 nomatch,",0,co2a0000368,0.24609375
69,7,FP1,64,-6.47,a,"S2 nomatch,",0,co2a0000368,0.25
70,7,FP1,65,-8.423,a,"S2 nomatch,",0,co2a0000368,0.25390625
71,7,FP1,66,-9.399,a,"S2 nomatch,",0,co2a0000368,0.2578125
72,7,FP1,67,-7.935,a,"S2 nomatch,",0,co2a0000368,0.26171875
73,7,FP1,68,-5.493,a,"S2 nomatch,",0,co2a0000368,0.265625
74,7,FP1,69,-3.052,a,"S2 nomatch,",0,co2a0000368,0.26953125
75,7,FP1,70,-2.563,a,"S2 nomatch,",0,co2a0000368,0.2734375
76,7,FP1,71,-4.028,a,"S2 nomatch,",0,co2a0000368,0.27734375
77,7,FP1,72,-6.47,a,"S2 nomatch,",0,co2a0000368,0.28125
78,7,FP1,73,-7.935,a,"S2 nomatch,",0,co2a0000368,0.28515625
79,7,FP1,74,-6.958,a,"S2 nomatch,",0,co2a0000368,0.2890625
80,7,FP1,75,-5.005,a,"S2 nomatch,",0,co2a0000368,0.29296875
81,7,FP1,76,-3.052,a,"S2 nomatch,",0,co2a0000368,0.296875
82,7,FP1,77,-2.563,a,"S2 nomatch,",0,co2a0000368,0.30078125
83,7,FP1,78,-4.028,a,"S2 nomatch,",0,co2a0000368,0.3046875
84,7,FP1,79,-6.958,a,"S2 nomatch,",0,co2a0000368,0.30859375
85,7,FP1,80,-8.423,a,"S2 nomatch,",0,co2a0000368,0.3125
86,7,FP1,81,-9.399,a,"S2 nomatch,",0,co2a0000368,0.31640625
87,7,FP1,82,-8.423,a,"S2 nomatch,",0,co2a0000368,0.3203125
88,7,FP1,83,-8.423,a,"S2 nomatch,",0,co2a0000368,0.32421875
89,7,FP1,84,-9.399,a,"S2 nomatch,",0,co2a0000368,0.328125
90,7,FP1,85,-11.353,a,"S2 nomatch,",0,co2a0000368,0.33203125
91,7,FP1,86,-11.841,a,"S2 nomatch,",0,co2a0000368,0.3359375
92,7,FP1,87,-11.841,a,"S2 nomatch,",0,co2a0000368,0.33984375
93,7,FP1,88,-10.376,a,"S2 nomatch,",0,co2a0000368,0.34375
94,7,FP1,89,-7.935,a,"S2 nomatch,",0,co2a0000368,0.34765625
95,7,FP1,90,-6.958,a,"S2 nomatch,",0,co2a0000368,0.3515625
96,7,FP1,91,-6.958,a,"S2 nomatch,",0,co2a0000368,0.35546875
97,7,FP1,92,-7.446,a,"S2 nomatch,",0,co2a0000368,0.359375
98,7,FP1,93,-6.47,a,"S2 nomatch,",0,co2a0000368,0.36328125
99,7,FP1,94,-4.517,a,"S2 nomatch,",0,co2a0000368,0.3671875
100,7,FP1,95,-2.563,a,"S2 nomatch,",0,co2a0000368,0.37109375
101,7,FP1,96,-1.587,a,"S2 nomatch,",0,co2a0000368,0.375
102,7,FP1,97,-1.587,a,"S2 nomatch,",0,co2a0000368,0.37890625
103,7,FP1,98,-2.563,a,"S2 nomatch,",0,co2a0000368,0.3828125
104,7,FP1,99,-3.052,a,"S2 nomatch,",0,co2a0000368,0.38671875
105,7,FP1,100,-3.052,a,"S2 nomatch,",0,co2a0000368,0.390625
106,7,FP1,101,-3.54,a,"S2 nomatch,",0,co2a0000368,0.39453125
107,7,FP1,102,-4.028,a,"S2 nomatch,",0,co2a0000368,0.3984375
108,7,FP1,103,-6.47,a,"S2 nomatch,",0,co2a0000368,0.40234375
109,7,FP1,104,-7.935,a,"S2 nomatch,",0,co2a0000368,0.40625
110,7,FP1,105,-9.399,a,"S2 nomatch,",0,co2a0000368,0.41015625
111,7,FP1,106,-8.911,a,"S2 nomatch,",0,co2a0000368,0.4140625
112,7,FP1,107,-7.446,a,"S2 nomatch,",0,co2a0000368,0.41796875
113,7,FP1,108,-5.493,a,"S2 nomatch,",0,co2a0000368,0.421875
114,7,FP1,109,-4.028,a,"S2 nomatch,",0,co2a0000368,0.42578125
115,7,FP1,110,-3.54,a,"S2 nomatch,",0,co2a0000368,0.4296875
116,7,FP1,111,-3.54,a,"S2 nomatch,",0,co2a0000368,0.43359375
117,7,FP1,112,-2.563,a,"S2 nomatch,",0,co2a0000368,0.4375
118,7,FP1,113,-2.563,a,"S2 nomatch,",0,co2a0000368,0.44140625
119,7,FP1,114,-3.052,a,"S2 nomatch,",0,co2a0000368,0.4453125
120,7,FP1,115,-5.493,a,"S2 nomatch,",0,co2a0000368,0.44921875
121,7,FP1,116,-8.423,a,"S2 nomatch,",0,co2a0000368,0.453125
122,7,FP1,117,-11.353,a,"S2 nomatch,",0,co2a0000368,0.45703125
123,7,FP1,118,-12.817,a,"S2 nomatch,",0,co2a0000368,0.4609375
124,7,FP1,119,-13.306,a,"S2 nomatch,",0,co2a0000368,0.46484375
