,trial number,sensor position,sample num,sensor value,subject identifier,matching condition,channel,name,time
5,19,FP1,0,5.402,c,"S2 nomatch,",0,co2c0000341,0.0
6,19,FP1,1,6.378,c,"S2 nomatch,",0,co2c0000341,0.00390625
7,19,FP1,2,5.402,c,"S2 nomatch,",0,co2c0000341,0.0078125
8,19,FP1,3,3.448,c,"S2 nomatch,",0,co2c0000341,0.01171875
9,19,FP1,4,2.472,c,"S2 nomatch,",0,co2c0000341,0.015625
10,19,FP1,5,2.96,c,"S2 nomatch,",0,co2c0000341,0.01953125
11,19,FP1,6,4.913,c,"S2 nomatch,",0,co2c0000341,0.0234375
12,19,FP1,7,6.866,c,"S2 nomatch,",0,co2c0000341,0.02734375
13,19,FP1,8,7.843,c,"S2 nomatch,",0,co2c0000341,0.03125
14,19,FP1,9,6.378,c,"S2 nomatch,",0,co2c0000341,0.03515625
15,19,FP1,10,4.425,c,"S2 nomatch,",0,co2c0000341,0.0390625
16,19,FP1,11,1.984,c,"S2 nomatch,",0,co2c0000341,0.04296875
17,19,FP1,12,1.495,c,"S2 nomatch,",0,co2c0000341,0.046875
18,19,FP1,13,2.96,c,"S2 nomatch,",0,co2c0000341,0.05078125
19,19,FP1,14,7.355,c,"S2 nomatch,",0,co2c0000341,0.0546875
20,19,FP1,15,11.749,c,"S2 nomatch,",0,co2c0000341,0.05859375
21,19,FP1,16,15.167,c,"S2 nomatch,",0,co2c0000341,0.0625
22,19,FP1,17,16.144,c,"S2 nomatch,",0,co2c0000341,0.06640625
23,19,FP1,18,13.702,c,"S2 nomatch,",0,co2c0000341,0.0703125
24,19,FP1,19,10.284,c,"S2 nomatch,",0,co2c0000341,0.07421875
25,19,FP1,20,7.843,c,"S2 nomatch,",0,co2c0000341,0.078125
26,19,FP1,21,7.355,c,"S2 nomatch,",0,co2c0000341,0.08203125
27,19,FP1,22,7.843,c,"S2 nomatch,",0,co2c0000341,0.0859375
28,19,FP1,23,8.82,c,"S2 nomatch,",0,co2c0000341,0.08984375
29,19,FP1,24,7.843,c,"S2 nomatch,",0,co2c0000341,0.09375
