,trial number,sensor position,sample num,sensor value,subject identifier,matching condition,channel,name,time
5,16,FP1,0,-1.282,c,S1 obj,0,co2c0000341,0.0
6,16,FP1,1,-0.793,c,S1 obj,0,co2c0000341,0.00390625
7,16,FP1,2,2.136,c,S1 obj,0,co2c0000341,0.0078125
8,16,FP1,3,6.042,c,S1 obj,0,co2c0000341,0.01171875
9,16,FP1,4,9.46,c,S1 obj,0,co2c0000341,0.015625
10,16,FP1,5,9.949,c,S1 obj,0,co2c0000341,0.01953125
11,16,FP1,6,7.507,c,S1 obj,0,co2c0000341,0.0234375
12,16,FP1,7,2.625,c,S1 obj,0,co2c0000341,0.02734375
13,16,FP1,8,-2.258,c,S1 obj,0,co2c0000341,0.03125
14,16,FP1,9,-5.676,c,S1 obj,0,co2c0000341,0.03515625
15,16,FP1,10,-5.676,c,S1 obj,0,co2c0000341,0.0390625
16,16,FP1,11,-3.235,c,S1 obj,0,co2c0000341,0.04296875
17,16,FP1,12,0.183,c,S1 obj,0,co2c0000341,0.046875
18,16,FP1,13,2.625,c,S1 obj,0,co2c0000341,0.05078125
19,16,FP1,14,2.625,c,S1 obj,0,co2c0000341,0.0546875
20,16,FP1,15,-0.305,c,S1 obj,0,co2c0000341,0.05859375
21,16,FP1,16,-4.211,c,S1 obj,0,co2c0000341,0.0625
22,16,FP1,17,-8.606,c,S1 obj,0,co2c0000341,0.06640625
23,16,FP1,18,-11.536,c,S1 obj,0,co2c0000341,0.0703125
24,16,FP1,19,-13.489,c,S1 obj,0,co2c0000341,0.07421875
25,16,FP1,20,-13.977,c,S1 obj,0,co2c0000341,0.078125
26,16,FP1,21,-12.512,c,S1 obj,0,co2c0000341,0.08203125
27,16,FP1,22,-11.047,c,S1 obj,0,co2c0000341,0.0859375
28,16,FP1,23,-8.118,c,S1 obj,0,co2c0000341,0.08984375
29,16,FP1,24,-6.165,c,S1 obj,0,co2c0000341,0.09375
30,16,FP1,25,-6.165,c,S1 obj,0,co2c0000341,0.09765625
31,16,FP1,26,-7.629,c,S1 obj,0,co2c0000341,0.1015625
32,16,FP1,27,-9.583,c,S1 obj,0,co2c0000341,0.10546875
33,16,FP1,28,-11.047,c,S1 obj,0,co2c0000341,0.109375
34,16,FP1,29,-11.047,c,S1 obj,0,co2c0000341,0.11328125
35,16,FP1,30,-10.559,c,S1 obj,0,co2c0000341,0.1171875
36,16,FP1,31,-10.559,c,S1 obj,0,co2c0000341,0.12109375
37,16,FP1,32,-12.512,c,S1 obj,0,co2c0000341,0.125
38,16,FP1,33,-15.442,c,S1 obj,0,co2c0000341,0.12890625
39,16,FP1,34,-18.372,c,S1 obj,0,co2c0000341,0.1328125
40,16,FP1,35,-17.883,c,S1 obj,0,co2c0000341,0.13671875
41,16,FP1,36,-13.489,c,S1 obj,0,co2c0000341,0.140625
42,16,FP1,37,-8.118,c,S1 obj,0,co2c0000341,0.14453125
43,16,FP1,38,-3.723,c,S1 obj,0,co2c0000341,0.1484375
44,16,FP1,39,-2.747,c,S1 obj,0,co2c0000341,0.15234375
45,16,FP1,40,-3.723,c,S1 obj,0,co2c0000341,0.15625
46,16,FP1,41,-5.676,c,S1 obj,0,co2c0000341,0.16015625
47,16,FP1,42,-6.653,c,S1 obj,0,co2c0000341,0.1640625
48,16,FP1,43,-5.188,c,S1 obj,0,co2c0000341,0.16796875
49,16,FP1,44,-3.235,c,S1 obj,0,co2c0000341,0.171875
50,16,FP1,45,-1.77,c,S1 obj,0,co2c0000341,0.17578125
51,16,FP1,46,-1.282,c,S1 obj,0,co2c0000341,0.1796875
52,16,FP1,47,-2.258,c,S1 obj,0,co2c0000341,0.18359375
53,16,FP1,48,-3.235,c,S1 obj,0,co2c0000341,0.1875
54,16,FP1,49,-4.211,c,S1 obj,0,co2c0000341,0.19140625
55,16,FP1,50,-4.7,c,S1 obj,0,co2c0000341,0.1953125
56,16,FP1,51,-4.7,c,S1 obj,0,co2c0000341,0.19921875
57,16,FP1,52,-5.188,c,S1 obj,0,co2c0000341,0.203125
58,16,FP1,53,-5.188,c,S1 obj,0,co2c0000341,0.20703125
59,16,FP1,54,-5.676,c,S1 obj,0,co2c0000341,0.2109375
60,16,FP1,55,-5.676,c,S1 obj,0,co2c0000341,0.21484375
61,16,FP1,56,-6.165,c,S1 obj,0,co2c0000341,0.21875
62,16,FP1,57,-6.653,c,S1 obj,0,co2c0000341,0.22265625
63,16,FP1,58,-6.653,c,S1 obj,0,co2c0000341,0.2265625
64,16,FP1,59,-7.141,c,S1 obj,0,co2c0000341,0.23046875
65,16,FP1,60,-7.141,c,S1 obj,0,co2c0000341,0.234375
66,16,FP1,61,-7.141,c,S1 obj,0,co2c0000341,0.23828125
67,16,FP1,62,-7.629,c,S1 obj,0,co2c0000341,0.2421875
68,16,FP1,63,-7.141,c,S1 obj,0,co2c0000341,0.24609375
69,16,FP1,64,-6.165,c,S1 obj,0,co2c0000341,0.25
70,16,FP1,65,-2.747,c,S1 obj,0,co2c0000341,0.25390625
71,16,FP1,66,1.16,c,S1 obj,0,co2c0000341,0.2578125
72,16,FP1,67,4.578,c,S1 obj,0,co2c0000341,0.26171875
73,16,FP1,68,6.042,c,S1 obj,0,co2c0000341,0.265625
74,16,FP1,69,4.089,c,S1 obj,0,co2c0000341,0.26953125
75,16,FP1,70,0.183,c,S1 obj,0,co2c0000341,0.2734375
76,16,FP1,71,-3.723,c,S1 obj,0,co2c0000341,0.27734375
77,16,FP1,72,-5.188,c,S1 obj,0,co2c0000341,0.28125
78,16,FP1,73,-4.211,c,S1 obj,0,co2c0000341,0.28515625
79,16,FP1,74,-2.258,c,S1 obj,0,co2c0000341,0.2890625
80,16,FP1,75,-0.305,c,S1 obj,0,co2c0000341,0.29296875
81,16,FP1,76,-0.305,c,S1 obj,0,co2c0000341,0.296875
82,16,FP1,77,-1.77,c,S1 obj,0,co2c0000341,0.30078125
83,16,FP1,78,-3.235,c,S1 obj,0,co2c0000341,0.3046875
84,16,FP1,79,-3.723,c,S1 obj,0,co2c0000341,0.30859375
85,16,FP1,80,-2.747,c,S1 obj,0,co2c0000341,0.3125
86,16,FP1,81,-1.282,c,S1 obj,0,co2c0000341,0.31640625
87,16,FP1,82,0.183,c,S1 obj,0,co2c0000341,0.3203125
88,16,FP1,83,0.183,c,S1 obj,0,co2c0000341,0.32421875
89,16,FP1,84,-0.793,c,S1 obj,0,co2c0000341,0.328125
90,16,FP1,85,-3.235,c,S1 obj,0,co2c0000341,0.33203125
91,16,FP1,86,-5.676,c,S1 obj,0,co2c0000341,0.3359375
92,16,FP1,87,-7.141,c,S1 obj,0,co2c0000341,0.33984375
93,16,FP1,88,-7.629,c,S1 obj,0,co2c0000341,0.34375
94,16,FP1,89,-7.141,c,S1 obj,0,co2c0000341,0.34765625
95,16,FP1,90,-6.165,c,S1 obj,0,co2c0000341,0.3515625
96,16,FP1,91,-5.676,c,S1 obj,0,co2c0000341,0.35546875
97,16,FP1,92,-6.165,c,S1 obj,0,co2c0000341,0.359375
98,16,FP1,93,-8.118,c,S1 obj,0,co2c0000341,0.36328125
99,16,FP1,94,-10.071,c,S1 obj,0,co2c0000341,0.3671875
100,16,FP1,95,-12.512,c,S1 obj,0,co2c0000341,0.37109375
101,16,FP1,96,-13.977,c,S1 obj,0,co2c0000341,0.375
102,16,FP1,97,-14.954,c,S1 obj,0,co2c0000341,0.37890625
103,16,FP1,98,-15.93,c,S1 obj,0,co2c0000341,0.3828125
104,16,FP1,99,-17.395,c,S1 obj,0,co2c0000341,0.38671875
105,16,FP1,100,-18.372,c,S1 obj,0,co2c0000341,0.390625
106,16,FP1,101,-19.836,c,S1 obj,0,co2c0000341,0.39453125
107,16,FP1,102,-20.325,c,S1 obj,0,co2c0000341,0.3984375
108,16,FP1,103,-21.301,c,S1 obj,0,co2c0000341,0.40234375
